JAAR;PLAATS;Amsterdam Code,
1910;'s-Gravenhage;11434,
1910;'s-Gravenhage;11434,
1910;Loon op Zand;11259,
1910;Sappemeer;10080,
1910;Utrecht;10722,
1910;Hoorn;11392,
1910;Amsterdam;11150,
1910;Oldenzaal;11100,
1910;'s-Gravenhage;11434,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Arnhem;10795,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Leiden;10702,
1910;'s-Gravenhage;11434,
1910;'s-Gravenhage;11434,
1910;'s-Gravenhage;11434,
1911;Schiedam;11260,
1911;Schiedam;11260,
1911;Amsterdam;11150,
1911;Schiedam;11260,
1911;Amsterdam;11150,
1911;Delft;10928,
1911;Delft;10928,
1911;Enschede;10364,
1911;Oosterhesselen;10383,
1911;Zwinderen;10490,
1911;Emmen;11180,
1911;'s-Gravenhage;11434,
1911;Helmond;10932,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Wormerveer;10361,
1911;Rotterdam;10345,
1911;Dordrecht;11157,
1912;Hoogezand;10410,
1912;Odoorn;11320,
1912;Eindhoven;11298,
1912;Odoorn;11320,
1912;Sleen;10489,
1912;Rotterdam;10345,
1912;'t Zandt;10956,
1906;Rotterdam;10345,
1906;Rotterdam;10345,
1906;Rotterdam;10345,
1907;Vlaardingen;10811,
1907;Rotterdam;10345,
1907;Sappemeer;10080,
1907;Amsterdam;11150,
1907;Muiden;10958,
1907;Amsterdam;11150,
1907;Goor;10076,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Bemmel;10744,
1907;Enschede;10364,
1907;Deventer;10899,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Nieuwe Pekela;10848,
1907;Bussum;10281,
1907;Emmen;11180,
1907;Rotterdam;10345,
1907;Rotterdam;10345,
1907;'s-Gravenhage;11434,
1907;Uden;11141,
1907;Rotterdam;10345,
1907;Maastricht;10182,
1907;Almelo;11053,
1907;Amsterdam;11150,
1907;Gouda;10302,
1907;Doniawerstal;10086,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Schoterland;10680,
1907;Amsterdam;11150,
1907;Leeuwarden;11228,
1907;Rotterdam;10345,
1907;Beerta;11043,
1907;Finsterwolde;10212,
1907;Nieuw Scheemda;10453,
1907;'t Waar;10711,
1907;Wageningen;11010,
1907;Delft;10928,
1907;Utrecht;10722,
1907;Eindhoven;11298,
1907;Amsterdam;11150,
1907;Delft;10928,
1907;Scheemda;10711,
1907;Kampen;10253,
1907;Breda;10154,
1907;Hengelo;10359,
1907;Odoorn;11320,
1907;Arendonck;,
1907;Termunten;11023,
1907;Dordrecht;11157,
1907;Rotterdam;10345,
1907;Rotterdam;10345,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Amsterdam;11150,
1907;'s-Gravenhage;11434,
1907;Rotterdam;10345,
1907;Dordrecht;11157,
1907;Rotterdam;10345,
1907;Tiel;10027,
1907;Scheemda;10711,
1907;'s-Gravenhage;11434,
1907;Groningen;10426,
1907;Amsterdam;11150,
1907;Deventer;10899,
1907;Almelo;11053,
1907;Krimpen a/d Ijssel;10859,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Weesp;10773,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Rotterdam;10345,
1907;Enschede;10364,
1907;Rotterdam;10345,
1907;Delden;11400,
1907;Deventer;10899,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Leiden;10702,
1907;'s-Gravenhage;11434,
1907;Enschede;10364,
1907;Rotterdam;10345,
1907;Haskerland;10022,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Zaandam;11044,
1907;Rotterdam;10345,
1907;Haarlem;10357,
1907;Ooststellingwerf;10836,
1907;Amsterdam;11150,
1907;Heerenveen;10680,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Deventer;10899,
1907;Rotterdam;10345,
1907;Rotterdam;10345,
1907;Vlaardingen;10811,
1907;Maastricht;10182,
1907;Helmond;10932,
1907;Wageningen;11010,
1907;Amsterdam;11150,
1907;Rotterdam;10345,
1907;Zierikzee;10843,
1907;Amsterdam;11150,
1907;Amsterdam;11150,
1907;Enschede;10364,
1907;Wageningen;11010,
1907;Helmond;10932,
1915;Nieuwolda;10126,
1915;Leiden;10702,
1915;Groningen;10426,
1915;Havelte;10186,
1918;Amsterdam;11150,
1918;Wildervank;10825,
1918;Rotterdam;10345,
1918;Schiedam;11260,
1918;Amsterdam;11150,
1914;Boxmeer;11227,
1914;Amsterdam;11150,
1914;IJmuiden;10620,
1914;Noordwijkerhout;11134,
1911;'s-Gravenhage;11434,
1911;Hendrik Ido Ambacht;10416,
1911;'s-Gravenhage;11434,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Zaandam;11044,
1911;Eindhoven;11298,
1911;Amsterdam;11150,
1911;Wormerveer;10361,
1911;Hilvarenbeek;11297,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1917;Opsterland;10005,
1918;Vlissingen;10270,
1918;Amsterdam;11150,
1918;Alkmaar;10527,
1918;Hilversum;11285,
1918;Amsterdam;11150,
1918;Borger;10448,
1918;Amsterdam;11150,
1918;Amsterdam;11150,
1918;Amsterdam;11150,
1918;Zaandam;11044,
1918;Rotterdam;10345,
1914;'s-Hertogenbosch;10054,
1914;Emmen;11180,
1914;Almelo;11053,
1914;Zeist;10324,
1914;Amsterdam;11150,
1914;Geertruidenberg;10101,
1914;Rotterdam;10345,
1914;Winschoten;10453,
1914;Amsterdam;11150,
1914;Veelerveen;11249,
1914;Rotterdam;10345,
1914;Enschede;10364,
1914;Amsterdam;11150,
1914;Amsterdam;11150,
1914;Haarlem;10357,
1914;Leiden;10702,
1914;Rotterdam;10345,
1914;Winschoten;10453,
1914;Franeker;11226,
1914;Bareveld;11292,
1914;Tilburg;10792,
1914;Amsterdam;11150,
1914;Amsterdam;11150,
1914;Muntendam;10550,
1917;'s-Gravenhage;11434,
1917;Haarlemmermeer;11387,
1917;Gieten;10506,
1917;Velsen;10620,
1917;Drachten;10405,
1917;Delft;10928,
1917;Weststellingwerf;11322,
1917;Haren;11058,
1915;Tilburg;10792,
1915;Rotterdam;10345,
1908;Sluis;10895,
1908;Groningen;10426,
1908;Wijhe;10888,
1908;Apeldoorn;11075,
1908;Den Ham;10395,
1908;Geldrop;10529,
1908;Rotterdam;10345,
1908;'s-Gravenhage;11434,
1908;Winschoten;10453,
1908;Amsterdam;11150,
1908;Sluis;10895,
1908;Schoterland;10680,
1908;Bussum;10281,
1908;Arnhem;10795,
1908;Gouda;10302,
1908;Druten;10068,
1908;Den Ham;10395,
1911;'s-Gravenhage;11434,
1911;Amsterdam;11150,
1911;Vlissingen;10270,
1911;'s-Hertogenbosch;10054,
1911;Ransdorp;11150,
1911;Rheden;11355,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Sloten;10867,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Rotterdam;10345,
1911;Naarden;10187,
1911;Amsterdam;11150,
1911;Weststellingwerf;11322,
1911;Smallingerland;10405,
1911;Wadenoijen;10897,
1911;Amsterdam;11150,
1911;Waalwijk;11359,
1919;Amsterdam;11150,
1919;Breda;10154,
1919;Helmond;10932,
1919;Abcoude;10712,
1919;Amsterdam;11150,
1919;Amsterdam;11150,
1919;Sneek;11421,
1919;Deventer;10899,
1919;Dordrecht;11157,
1919;Amsterdam;11150,
1916;Rotterdam;10345,
1916;Rotterdam;10345,
1916;Alblasserdam;11327,
1916;Amsterdam;11150,
1916;Groningen;10426,
1916;Wormerveer;10361,
1916;Sneek;11421,
1916;'s-Gravenhage;11434,
1916;Vlagtwedde;11249,
1916;Roermond;11313,
1916;Meppel;11204,
1916;Melissant;10918,
1916;Maastricht;10182,
1916;Hoorn;11392,
1916;'s-Gravenhage;11434,
1916;'s-Gravenhage;11434,
1916;Barneveld;10906,
1916;Amsterdam;11150,
1916;Kollumerland en Nieuw Kruisland;10984,
1916;Rotterdam;10345,
1916;Amsterdam;11150,
1916;Schiedam;11260,
1916;Enschede;10364,
1916;Wormerveer;10361,
1916;Odoorn;11320,
1916;Rotterdam;10345,
1916;'s-Gravenhage;11434,
1916;Amsterdam;11150,
1916;Amsterdam;11150,
1916;Amsterdam;11150,
1916;Amsterdam;11150,
1916;Anloo;10787,
1916;Alkmaar;10527,
1916;Schiedam;11260,
1916;Kampen;10253,
1916;Amsterdam;11150,
1916;Edam;10884,
1916;Coevorden;10383,
1916;Dalen;11004,
1916;Hoogeveen;10839,
1916;Oosterhesselen;10383,
1916;Middelharnis;11067,
1919;Amsterdam;11150,
1919;Amsterdam;11150,
1919;Hengelo;10359,
1919;Leiden;10702,
1919;Nieuwe Pekela;10848,
1919;Oude Pekela;10848,
1920;Amsterdam;11150,
1920;'s-Gravenhage;11434,
1920;Terschelling;11210,
1920;Zaandijk;11404,
1920;Haarlem;10357,
1920;Krommenie;10373,
1920;Tiel;10027,
1920;Enkhuizen;10729,
1920;Haarlem;10357,
1920;Haarlem;10357,
1920;Helden;10205,
1920;Hengelo;10359,
1921;Haarlem;10357,
1921;Hoogkerk;10953,
1921;Losser;11166,
1921;Amsterdam;11150,
1921;Nieuwveen;10487,
1921;Sommelsdijk;11097,
1921;Eindhoven;11298,
1921;'s-Gravenhage;11434,
1921;Hurwenen;10860,
1911;Dordrecht;11157,
1911;Amsterdam;11150,
1911;Deventer;10899,
1913;Nieuwenhoorn;10338,
1913;Oss;10834,
1913;Oud-Beyerland;,
1913;Schiedam;11260,
1913;Utrecht;10722,
1913;Amsterdam;11150,
1913;Delfzijl;10976,
1913;Amsterdam;11150,
1913;Amsterdam;11150,
1913;Schiedam;11260,
1913;Nieuwerkerk;10911,
1913;Rotterdam;10345,
1913;Veendam;11292,
1913;Hillegom;11236,
1913;Amsterdam;11150,
1913;Velsen;10620,
1913;'s-Gravenhage;11434,
1913;Haarlem;10357,
1913;Oude Pekela;10848,
1913;Amsterdam;11150,
1913;Weesp;10773,
1913;Haarlem;10357,
1913;Velsen;10620,
1913;Haarlem;10357,
1917;Leeuwarden;11228,
1917;Leiden;10702,
1917;Capelle a/d Ijssel;11248,
1917;Amsterdam;11150,
1917;Amsterdam;11150,
1917;Zwolle;10093,
1917;Warffum;10498,
1917;Zaandam;11044,
1917;Rotterdam;10345,
1917;'s-Gravenhage;11434,
1918;Rotterdam;10345,
1918;Muiden;10958,
1916;Groningen;10426,
1916;Emmer-Erfscheidenveen;11180,
1916;'s-Gravenhage;11434,
1916;'s-Gravenhage;11434,
1916;Alkmaar;10527,
1916;Zaandam;11044,
1916;Amsterdam;11150,
1916;Rotterdam;10345,
1916;Dalen;11004,
1916;Vriescheloo;10340,
1916;Amsterdam;11150,
1916;Stadskanaal;10825,
1916;Amsterdam;11150,
1916;Amsterdam;11150,
1916;Amsterdam;11150,
1916;Rheden;11355,
1916;Utrecht;10722,
1916;Zierikzee;10843,
1916;Rotterdam;10345,
1916;Rotterdam;10345,
1916;Rotterdam;10345,
1916;Sneek;11421,
1916;Amsterdam;11150,
1916;Rotterdam;10345,
1916;Hoek van Holland;10345,
1908;Arnhem;10795,
1908;Renkum;11325,
1908;Amsterdam;11150,
1908;Ede;10743,
1908;Almelo;11053,
1908;Amsterdam;11150,
1908;Zutphen;10254,
1908;Zutphen;10254,
1908;Veenendaal;11052,
1908;Eindhoven;11298,
1908;Amsterdam;11150,
1908;Rotterdam;10345,
1908;'s-Gravenhage;11434,
1908;'s-Gravenhage;11434,
1908;Leiden;10702,
1908;Rijswijk;11133,
1908;Scheveningen;11434,
1908;Rotterdam;10345,
1908;Avereest;11190,
1908;Breda;10154,
1909;Delft;10928,
1909;Amsterdam;11150,
1909;Alkmaar;10527,
1909;Weststellingwerf;11322,
1909;Lieshout;10637,
1909;Amsterdam;11150,
1909;Zutphen;10254,
1909;Amsterdam;11150,
1911;Achtkarspelen;10199,
1911;Rotterdam;10345,
1911;Haarlem;10357,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Vlaardingen;10811,
1911;Zaandam;11044,
1911;Amsterdam;11150,
1912;Veenendaal;11052,
1912;Bergeyk;11160,
1912;Noordbroek;10814,
1912;Emmen;11180,
1912;Wildervank;10825,
1912;Odoorn;11320,
1912;Nieuwe Pekela;10848,
1912;Deventer;10899,
1912;Borger;10448,
1912;Onstwedde;10610,
1912;Stadskanaal;10825,
1912;Amsterdam;11150,
1912;Emmen;11180,
1912;Deventer;10899,
1912;Vlagtwedde;11249,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Peize;10501,
1912;Rotterdam;10345,
1912;Leiden;10702,
1912;'s-Gravenhage;11434,
1912;Oostwold;10356,
1912;Harlingen;10909,
1912;Groningen;10426,
1912;Ouder-Amstel;10998,
1915;Borger;10448,
1915;Amsterdam;11150,
1915;Odoorn;11320,
1915;Amsterdam;11150,
1915;Leiden;10702,
1915;Rotterdam;10345,
1915;Eindhoven;11298,
1915;Rotterdam;10345,
1914;Hoek van Holland;10345,
1914;Rotterdam;10345,
1914;Emmen;11180,
1914;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Velsen;10620,
1915;Rotterdam;10345,
1915;Rijswijk;11133,
1915;Amsterdam;11150,
1915;Schiedam;11260,
1915;Amsterdam;11150,
1915;Groningen;10426,
1909;Groningen;10426,
1909;Rotterdam;10345,
1909;Rotterdam;10345,
1909;'s-Gravenhage;11434,
1909;Amsterdam;11150,
1909;Oude Pekela;10848,
1909;'s-Gravenhage;11434,
1909;Doetinchem;10396,
1909;Leeuwarden;11228,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Nijmegen;11209,
1909;Alkmaar;10527,
1909;Amsterdam;11150,
1909;Rheden;11355,
1909;Maastricht;10182,
1909;Bergen op Zoom;11037,
1909;Dordrecht;11157,
1909;Wildervank;10825,
1909;Hilversum;11285,
1909;Emmen;11180,
1909;Groningen;10426,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;'s-Gravenhage;11434,
1909;Oost-Souburg;11396,
1909;Groningen;10426,
1909;Leeuwarden;11228,
1909;Deventer;10899,
1909;Amsterdam;11150,
1913;Haarlem;10357,
1913;Bussum;10281,
1913;'s-Gravenhage;11434,
1913;Leerdam;10685,
1913;Amsterdam;11150,
1913;Amsterdam;11150,
1913;Leerdam;10685,
1913;Amsterdam;11150,
1913;Rotterdam;10345,
1913;Amsterdam;11150,
1913;Utrecht;10722,
1913;Renkum;11325,
1914;Haarlem;10357,
1914;Dodewaard;10647,
1914;Amsterdam;11150,
1914;Stadskanaal;10825,
1914;Rotterdam;10345,
1914;Amsterdam;11150,
1914;Sloten;10867,
1914;Groningen;10426,
1914;Groningen;10426,
1914;Amsterdam;11150,
1914;'s-Gravenhage;11434,
1914;Wedde;10247,
1914;Amsterdam;11150,
1914;Rotterdam;10345,
1914;Maastricht;10182,
1915;Nieuw Weerdinge;11180,
1915;Winschoten;10453,
1915;Amsterdam;11150,
1915;Enschede;10364,
1915;Zierikzee;10843,
1915;Haarlem;10357,
1915;'s-Gravenhage;11434,
1915;Borger;10448,
1915;Echteld;10832,
1915;Zaandam;11044,
1915;Heusden;10916,
1915;Maastricht;10182,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Franekeradeel;10404,
1915;Rotterdam;10345,
1915;Rotterdam;10345,
1915;Amsterdam;11150,
1915;'s-Hertogenbosch;10054,
1915;'s-Gravenhage;11434,
1915;Eindhoven;11298,
1915;Amsterdam;11150,
1915;Oosterhout;11280,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Leiden;10702,
1915;Maassluis;10880,
1915;Amsterdam;11150,
1915;Amsterdam;11150,
1915;Heinenoord;10821,
1915;Middelharnis;11067,
1915;Westzaan;11381,
1915;Rolde;10470,
1916;Tilburg;10792,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Beilen;10520,
1909;Gouda;10302,
1909;Utrecht;10722,
1909;Loon op Zand;11259,
1909;Beerta;11043,
1909;Rheden;11355,
1909;Beilen;10520,
1909;Finsterwolde;10212,
1909;Onstwedde;10610,
1909;Amsterdam;11150,
1909;Wildervank;10825,
1909;Amsterdam;11150,
1909;Finsterwolde;10212,
1909;Arnhem;10795,
1909;Vlaardingen;10811,
1909;Eindhoven;11298,
1909;Zeijen;10630,
1909;Amsterdam;11150,
1909;'s-Gravenhage;11434,
1909;Ulrum;10180,
1909;Rotterdam;10345,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Druten;10068,
1909;Deventer;10899,
1909;Groningen;10426,
1909;Amsterdam;11150,
1909;Rotterdam;10345,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Vlissingen;10270,
1909;Amsterdam;11150,
1909;Sleen;10489,
1909;Urk;10783,
1909;Amsterdam;11150,
1909;Rotterdam;10345,
1909;Amsterdam;11150,
1909;IJmuiden;10620,
1909;Rotterdam;10345,
1909;Dordrecht;11157,
1909;Oudenbosch;10397,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Zaandam;11044,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Amsterdam;11150,
1909;Assen;10522,
1909;Hoorn;11392,
1909;Beverwijk;10272,
1910;Tilburg;10792,
1910;Schiedam;11260,
1910;'s-Gravenhage;11434,
1910;Zwolle;10093,
1910;Amsterdam;11150,
1910;Veenendaal;11052,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Leerdam;10685,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;'s-Gravenhage;11434,
1910;Rotterdam;10345,
1910;Utrecht;10722,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;'s-Gravenhage;11434,
1910;'s-Gravenhage;11434,
1910;Groningen;10426,
1910;'s-Gravenhage;11434,
1910;Amersfoort;10948,
1910;'s-Gravenhage;11434,
1910;Rotterdam;10345,
1910;Amsterdam;11150,
1910;Heerenveen;10680,
1910;Watergraafsmeer;11122,
1910;Delft;10928,
1910;Rhenen;10309,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;'s-Gravenhage;11434,
1910;Hilversum;11285,
1910;Utrecht;10722,
1910;Arnhem;10795,
1910;Veenendaal;11052,
1910;'s-Gravenhage;11434,
1910;'s-Gravenhage;11434,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;'s-Gravenhage;11434,
1910;Tiel;10027,
1910;'s-Gravenhage;11434,
1910;Rotterdam;10345,
1910;Amsterdam;11150,
1910;Utrecht;10722,
1910;Arnhem;10795,
1910;Zeist;10324,
1910;Eindhoven;11298,
1910;Amsterdam;11150,
1910;Oldenzaal;11100,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Eindhoven;11298,
1910;Rotterdam;10345,
1910;Rotterdam;10345,
1910;'s-Gravenhage;11434,
1910;Hilversum;11285,
1910;Enschede;10364,
1910;Diemen;11039,
1910;Diemen;11039,
1910;Amsterdam;11150,
1910;Waalwijk;11359,
1910;Tegelen;11333,
1910;'s-Hertogenbosch;10054,
1910;Termunten;11023,
1910;Leiderdorp;10058,
1910;Amsterdam;11150,
1910;Rotterdam;10345,
1910;Weststellingwerf;11322,
1910;Rotterdam;10345,
1910;Vlagtwedde;11249,
1910;Amsterdam;11150,
1910;?;,
1910;Helmond;10932,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Groningen;10426,
1910;Amsterdam;11150,
1910;Utrecht;10722,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Midwolda;10356,
1910;Rotterdam;10345,
1910;Rotterdam;10345,
1910;Rotterdam;10345,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Breda;10154,
1910;Dordrecht;11157,
1910;Amsterdam;11150,
1910;Veghel;10985,
1910;Amersfoort;10948,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Assen;10522,
1910;Loon op Zand;11259,
1910;Haarlem;10357,
1910;Bellingwolde;10340,
1910;Arnhem;10795,
1910;Hengelo;10359,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Deventer;10899,
1910;Amsterdam;11150,
1910;Amsterdam;11150,
1910;Gemert;10277,
1910;Amsterdam;11150,
1910;Hengelo;10359,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Groningen;10426,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Maassluis;10880,
1911;Rotterdam;10345,
1911;Gouda;10302,
1911;Amsterdam;11150,
1911;Wormerveer;10361,
1911;Vriescheloo;10340,
1911;Bellingwolde;10340,
1911;Gouda;10302,
1911;Rotterdam;10345,
1911;Utrecht;10722,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;IJmuiden;10620,
1911;Rotterdam;10345,
1911;IJmuiden;10620,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;antwerpen;,
1911;Wormerveer;10361,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Naaldwijk;11418,
1911;Amsterdam;11150,
1911;Arnhem;10795,
1911;Amsterdam;11150,
1911;Vlissingen;10270,
1911;Amersfoort;10948,
1911;Maastricht;10182,
1911;Amsterdam;11150,
1911;Opsterland;10005,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Asten;10478,
1911;'s-Gravenhage;11434,
1911;Velsen;10620,
1911;'s-Gravenhage;11434,
1911;Groningen;10426,
1911;Winterswijk;11119,
1911;Velsen;10620,
1911;'s-Gravenhage;11434,
1911;Amerongen;11372,
1911;Westervoort;11085,
1911;Veenendaal;11052,
1911;Borne;10326,
1911;Weststellingwerf;11322,
1911;Sneek;11421,
1911;Nieuwe Pekela;10848,
1911;Arnhem;10795,
1911;Almelo;11053,
1911;Weststellingwerf;11322,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Sneek;11421,
1911;Rotterdam;10345,
1911;'s-Gravenhage;11434,
1911;Rotterdam;10345,
1911;Wormerveer;10361,
1911;IJmuiden;10620,
1911;Zaandam;11044,
1911;Amsterdam;11150,
1911;Geldrop;10529,
1911;Amsterdam;11150,
1911;Havelte;10186,
1911;Leeuwarden;11228,
1911;Oranjedorp;11180,
1911;Nieuw Weerdinge;11180,
1911;Ilpendam;10809,
1911;Rotterdam;10345,
1911;Weststellingwerf;11322,
1911;'s-Gravenhage;11434,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Onstwedde;10610,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Rotterdam;10345,
1911;Ransdorp;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Vlissingen;10270,
1911;Amsterdam;11150,
1911;Helmond;10932,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Amsterdam;11150,
1911;Oldenzaal;11100,
1911;Maastricht;10182,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Rotterdam;10345,
1911;Amsterdam;11150,
1911;Hilversum;11285,
1911;Zutphen;10254,
1911;Delft;10928,
1911;Oirschot;10225,
1911;Schiedam;11260,
1911;Goor;10076,
1911;'s-Gravenhage;11434,
1911;Emmen;11180,
1911;Rotterdam;10345,
1911;Rotterdam;10345,
1911;'s-Gravenhage;11434,
1911;Amsterdam;11150,
1911;'s-Gravenhage;11434,
1911;Rotterdam;10345,
1911;'s-Gravenhage;11434,
1911;Rotterdam;10345,
1911;Leerdam;10685,
1911;Eindhoven;11298,
1911;Amsterdam;11150,
1912;'s-Gravenhage;11434,
1912;Rotterdam;10345,
1912;Amsterdam;11150,
1912;Brunssum;10533,
1912;Almelo;11053,
1912;Rotterdam;10345,
1912;Helmond;10932,
1912;Amsterdam;11150,
1912;Utrecht;10722,
1912;Lochem;11263,
1912;'s-Gravenhage;11434,
1912;Amsterdam;11150,
1912;Nieuwendam;11150,
1912;Amsterdam;11150,
1912;Buiksloot;11150,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Oosthuizen;11121,
1912;Utrecht;10722,
1912;Middelburg;10483,
1912;Veere;10369,
1912;Vrijenban;10928,
1912;'s-Hertogenbosch;10054,
1912;Amsterdam;11150,
1912;Schiedam;11260,
1912;Krommenie;10373,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Schiedam;11260,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Koog aan de Zaan;10776,
1912;Groningen;10426,
1912;Axel;11289,
1912;Medemblik;11215,
1912;Valkenswaard;11031,
1912;Groningen;10426,
1912;Amsterdam;11150,
1912;'s-Gravenhage;11434,
1912;'s-Gravenhage;11434,
1912;Enkhuizen;10729,
1912;'s-Gravenhage;11434,
1912;IJzendoorn;10832,
1912;Rotterdam;10345,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Velsen;10620,
1912;'s-Gravenhage;11434,
1912;Oostvoorne;10009,
1912;Petten;10004,
1912;Alkmaar;10527,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Nunspeet;10732,
1912;Nieuwe Pekela;10848,
1912;Petten;10004,
1912;Wageningen;11010,
1912;Amsterdam;11150,
1912;Enkhuizen;10729,
1912;Amsterdam;11150,
1912;Amsterdam;11150,
1912;Hattem;10673,
1912;Amsterdam;11150,
1912;Domburg;10236,
1912;Oostburg;10782,
1912;Rotterdam;10345,
1912;Sloten;10867,
1912;Deventer;10899,
1912;Koog aan de Zaan;10776,
1912;Rotterdam;10345,
1912;Venlo;10477,
1912;Groningen;10426,
1912;Rotterdam;10345,
1913;Amsterdam;11150,
1913;'s-Gravenhage;11434,
1913;Rotterdam;10345,
1913;'s-Gravenhage;11434,
1913;Renkum;11325,
1913;Muntendam;10550,
1913;Harderwijk;10786,
1913;Amsterdam;11150,
1913;'s-Gravenhage;11434,
1913;Oosterhesselen;10383,
1913;Sappemeer;10080,
1913;Veendam;11292,
1914;Borne;10326,
1914;Amsterdam;11150,
1914;Dordrecht;11157,
1914;Zwijndrecht;10468,
1914;Enschede;10364,
1914;Bronneger;10448,
1914;Veendam;11292,
1914;Deventer;10899,
1914;Harlingen;10909,
1914;Reusel;10162,
1914;Haarlem;10357,
1914;Heerenveen;10680,
1914;Amsterdam;11150,
1914;Amsterdam;11150,
1914;Ter Apel;11249,
1914;Amsterdam;11150,
1914;Heerenveen;10680,
1914;Joure;10022,
1914;Musselkanaal;10610,
1914;Stadskanaal;10825,
1914;Sloterdijk;11150,
1914;Rotterdam;10345,
1914;Gouda;10302,
1914;'s-Gravenhage;11434,
